AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
1.50,115.20,114.79,-0.90,2.411,0.00,80,133,2678,37.77,50,-0.47,9.83,SmoothCondition,LowCongestionCondition,1
-0.50,30.60,10.89,2.70,1.811,0.00,79,109,1370.5,13.83,33,0.60,13.16,UnevenCondition,LowCongestionCondition,1
-0.20,30.60,10.86,0.00,194,18.04,79,105,1072.5,13.83,33,0.59,13.19,UnevenCondition,LowCongestionCondition,1
0.90,28.80,10.84,-1.80,1.125,0.00,79,105,1165.5,13.91,33,0.58,13.22,UnevenCondition,LowCongestionCondition,1
0.20,28.80,10.86,0.00,1.553,74.12,79,105,1188.5,13.91,32,0.52,13.22,UnevenCondition,LowCongestionCondition,1
-0.50,29.70,10.90,0.90,2.202,44.71,79,104,1228.5,10.61,32,0.43,13.20,UnevenCondition,LowCongestionCondition,1
-0.80,29.70,10.96,0.00,3.258,10.20,79,105,1242,11.27,32,0.39,13.18,UnevenCondition,LowCongestionCondition,1
0.20,29.70,11.04,0.00,3.921,30.98,78,104,1227,9.86,31,0.29,13.15,UnevenCondition,LowCongestionCondition,1
0.10,30.60,11.13,0.90,5.649,0.00,78,105,1178,14.30,31,0.22,13.18,UnevenCondition,LowCongestionCondition,1
-0.70,28.80,11.20,-1.80,6.872,20.78,78,105,1178,14.11,31,0.11,13.22,UnevenCondition,LowCongestionCondition,1
-0.70,26.10,11.23,-2.70,712,44.31,78,104,1142,8.72,31,-0.01,13.22,UnevenCondition,LowCongestionCondition,1
-0.50,28.80,11.34,2.70,6.171,32.94,78,104,1177.5,8.38,31,-0.07,13.17,UnevenCondition,LowCongestionCondition,1
-1.40,29.70,11.49,0.90,4.608,32.94,78,103,1197.5,7.86,31,-0.05,13.10,UnevenCondition,LowCongestionCondition,1
-0.70,29.70,11.68,0.00,5.285,59.61,78,103,1200,09.05,32,0.01,13.05,UnevenCondition,LowCongestionCondition,1
0.10,30.60,11.95,0.90,4.799,1.18,78,103,1239.5,9.38,31,-0.07,13.01,UnevenCondition,LowCongestionCondition,1
0.30,30.60,12.27,0.00,3.826,1.18,78,104,1228,14.52,31,-0.07,13.00,UnevenCondition,LowCongestionCondition,1
-0.90,29.70,12.61,-0.90,3.997,0.00,78,105,1182.5,14.36,31,-0.10,13.02,UnevenCondition,LowCongestionCondition,1
-1.10,28.80,12.99,-0.90,595,1.18,78,105,1155.5,13.99,31,-0.23,13.02,UnevenCondition,LowCongestionCondition,1
-1.40,27.90,13.35,-0.90,5.457,1.96,79,105,1129,13.74,31,-0.28,13.01,UnevenCondition,LowCongestionCondition,1
-0.60,26.10,13.78,-1.80,6.887,3.92,79,105,1062.5,9.86,31,-0.33,12.99,UnevenCondition,LowCongestionCondition,1
-0.40,25.20,14.20,-0.90,6.979,8.24,79,104,1005.5,7.24,31,-0.41,12.95,UnevenCondition,LowCongestionCondition,1
-0.30,24.30,14.61,-0.90,6.982,12.94,79,103,809,4.80,32,-0.44,12.88,UnevenCondition,LowCongestionCondition,1
-0.10,22.50,14.98,-1.80,7.325,32.55,79,103,752.5,4.49,32,-0.41,12.90,UnevenCondition,LowCongestionCondition,1
-0.80,19.80,15.31,-2.70,8.606,29.02,79,103,749.5,4.30,32,-0.42,12.87,UnevenCondition,LowCongestionCondition,1
-0.50,17.10,15.60,-2.70,9.259,30.20,79,103,747.5,4.27,32,-0.48,12.85,UnevenCondition,LowCongestionCondition,1
-0.60,14.40,15.84,-2.70,1.0102,31.37,79,103,756.5,4.27,32,-0.52,12.85,UnevenCondition,LowCongestionCondition,1
-0.10,11.70,16.03,-2.70,1.1002,31.76,79,103,747.5,4.19,33,-0.65,12.84,UnevenCondition,LowCongestionCondition,1
0.20,8.10,16.17,-3.60,1.1021,30.59,79,103,753,4.27,33,-0.64,12.86,UnevenCondition,LowCongestionCondition,1
0.10,3.60,16.23,-4.50,8.086,60.78,79,103,666,4.27,33,-0.55,12.91,UnevenCondition,LowCongestionCondition,1
0.20,4.50,16.30,0.90,6.851,69.41,79,103,666,4.63,33,-0.44,12.95,UnevenCondition,LowCongestionCondition,1
0.30,7.20,16.42,2.70,6.641,40.00,79,103,789.5,5.99,33,-0.46,12.99,UnevenCondition,LowCongestionCondition,1
-0.20,7.20,16.54,0.00,3.503,34.90,79,103,844,5.52,33,-0.52,13.03,UnevenCondition,LowCongestionCondition,1
0.50,7.20,16.66,0.00,6.921,29.80,79,103,881,5.19,33,-0.44,13.07,UnevenCondition,LowCongestionCondition,1
0.60,7.20,16.78,0.00,5.633,67.45,79,103,845,5.27,33,-0.40,13.11,UnevenCondition,LowCongestionCondition,1
1.60,9.00,16.93,1.80,4.741,53.73,79,102,1096.5,10.49,32,-0.20,13.17,UnevenCondition,LowCongestionCondition,1
1.80,9.90,17.10,0.90,4.622,53.73,79,104,1570.5,14.44,32,-0.26,13.36,UnevenCondition,LowCongestionCondition,1
1.50,10.80,17.28,0.90,4.512,0.00,79,105,1113,9.36,32,-0.26,13.55,UnevenCondition,LowCongestionCondition,1
1.10,13.50,17.50,2.70,3.089,13.33,79,103,985,8.74,32,-0.18,13.72,UnevenCondition,LowCongestionCondition,1
1.00,17.10,17.79,3.60,213,87.06,79,107,1175.5,12.63,32,-0.02,13.86,UnevenCondition,LowCongestionCondition,1
1.50,21.60,18.15,4.50,-114,79.61,79,107,1409,15.69,32,0.07,13.96,UnevenCondition,LowCongestionCondition,1
2.20,25.20,18.57,3.60,-921,63.14,79,109,1605.5,15.63,33,0.16,13.95,UnevenCondition,LowCongestionCondition,1
3.10,27.90,19.03,2.70,-314,51.37,79,106,1712,15.91,32,0.21,13.94,UnevenCondition,LowCongestionCondition,1
2.90,27.90,19.50,0.00,-361,0.39,79,108,1662.5,20.58,32,0.15,13.94,UnevenCondition,LowCongestionCondition,1
2.70,26.10,19.93,-1.80,-1.245,0.00,79,109,1567,19.16,32,0.15,13.95,UnevenCondition,LowCongestionCondition,1
2.30,24.30,20.34,-1.80,-3.336,20.00,79,108,1533.5,11.77,32,0.19,13.95,UnevenCondition,LowCongestionCondition,1
2.60,24.30,20.71,0.00,-3.681,33.33,79,104,1498.5,11.13,32,0.25,13.96,UnevenCondition,LowCongestionCondition,1
3.00,24.30,21.01,0.00,-337,31.76,79,103,1513,11.13,32,0.28,13.96,UnevenCondition,LowCongestionCondition,1
2.60,24.30,21.31,0.00,-3.633,0.00,79,107,1443,17.47,31,0.28,13.99,UnevenCondition,LowCongestionCondition,1
2.80,23.40,21.48,-0.90,-1.746,0.00,79,107,1340,17.24,31,0.21,14.03,UnevenCondition,LowCongestionCondition,1
2.40,21.60,21.60,-1.80,18,0.00,79,107,1235,16.27,31,0.12,14.05,UnevenCondition,LowCongestionCondition,1
2.00,18.90,21.66,-2.70,1.588,27.84,79,105,1235,15.11,31,0.23,14.08,UnevenCondition,LowCongestionCondition,1
2.00,19.80,21.70,0.90,0.62,23.92,79,104,1213,9.74,31,0.34,14.09,UnevenCondition,LowCongestionCondition,1
1.30,19.80,21.64,0.00,4.912,2.35,79,104,1178,14.47,31,0.26,14.12,UnevenCondition,LowCongestionCondition,1
1.70,17.10,21.55,-2.70,5.382,7.84,79,105,1107.5,11.61,31,0.17,14.16,UnevenCondition,LowCongestionCondition,1
1.90,15.30,21.46,-1.80,5.995,30.59,79,104,998,07.08,31,0.00,14.15,UnevenCondition,LowCongestionCondition,1
2.00,15.30,21.39,0.00,6.048,30.59,79,103,895,6.47,32,-0.01,14.15,UnevenCondition,LowCongestionCondition,1
1.80,12.60,21.28,-2.70,5.722,31.76,79,103,841.5,4.83,32,0.00,14.13,UnevenCondition,LowCongestionCondition,1
1.10,10.80,21.15,-1.80,6.541,31.76,79,103,900.5,5.27,32,0.00,14.13,UnevenCondition,LowCongestionCondition,1
1.00,9.90,20.97,-0.90,7.467,31.37,79,103,757,4.19,32,-0.12,14.12,UnevenCondition,LowCongestionCondition,1
0.00,9.90,20.73,0.00,7.526,29.41,79,103,668.5,3.97,33,-0.08,14.11,UnevenCondition,LowCongestionCondition,1
-0.10,11.70,20.46,1.80,7.716,68.24,79,103,777.5,5.47,33,-0.14,14.10,UnevenCondition,LowCongestionCondition,1
-1.40,13.50,20.17,1.80,7.872,66.27,79,103,888,7.33,33,-0.11,14.10,UnevenCondition,LowCongestionCondition,1
-2.00,15.30,19.92,1.80,7.744,67.84,79,103,995.5,8.11,32,-0.14,14.10,UnevenCondition,LowCongestionCondition,1
-2.30,17.10,19.72,1.80,7.839,80.39,79,103,1178.5,11.63,32,-0.07,14.11,UnevenCondition,LowCongestionCondition,1
-2.20,18.00,19.54,0.90,9.415,60.00,79,104,1324,11.33,32,-0.05,14.14,UnevenCondition,LowCongestionCondition,1
-3.40,21.60,19.41,3.60,0.95,48.24,79,104,1402,11.58,32,-0.08,14.15,UnevenCondition,LowCongestionCondition,1
-3.10,21.60,19.27,0.00,854,5.10,79,105,1386,16.49,32,-0.14,14.17,UnevenCondition,LowCongestionCondition,1
-2.90,20.70,19.12,-0.90,9.209,0.00,79,106,1281,15.36,31,-0.15,14.20,UnevenCondition,LowCongestionCondition,1
-2.30,19.80,18.94,-0.90,8.668,1.57,79,106,1171,15.36,31,-0.12,14.20,UnevenCondition,LowCongestionCondition,1
-2.40,18.90,18.78,-0.90,8.559,45.88,79,104,1213,12.13,31,-0.08,14.21,UnevenCondition,LowCongestionCondition,1
-0.70,18.90,18.66,0.00,7.697,23.53,79,103,1149.5,8.94,31,-0.20,14.20,UnevenCondition,LowCongestionCondition,1
-0.30,18.00,18.48,-0.90,7.467,26.27,79,103,1144,7.22,31,-0.21,14.19,UnevenCondition,LowCongestionCondition,1
-0.50,18.00,18.28,0.00,523,58.43,79,103,1200.5,7.58,32,-0.20,14.19,UnevenCondition,LowCongestionCondition,1
-0.90,18.00,18.09,0.00,3.977,55.29,79,103,1200.5,8.80,31,-0.19,14.19,UnevenCondition,LowCongestionCondition,1
1.90,19.80,17.91,1.80,3.875,52.55,79,104,1279,10.88,31,-0.04,14.20,UnevenCondition,LowCongestionCondition,1
1.90,25.20,17.82,5.40,2.799,49.80,79,104,1363,11.49,31,0.01,14.23,UnevenCondition,LowCongestionCondition,1
1.40,23.40,17.71,-1.80,2.835,3.92,79,104,1443.5,11.63,31,0.00,14.25,UnevenCondition,LowCongestionCondition,1
1.20,22.50,17.61,-0.90,1.184,42.75,79,105,1413,16.55,31,0.02,14.28,UnevenCondition,LowCongestionCondition,1
1.40,22.50,17.52,0.00,1.293,3.92,79,105,1361,11.11,31,-0.04,14.28,UnevenCondition,LowCongestionCondition,1
0.50,21.60,17.44,-0.90,2.715,1.57,79,105,1294.5,15.41,31,-0.21,14.30,UnevenCondition,LowCongestionCondition,1
0.70,18.90,17.34,-2.70,3.612,1.57,79,106,1173.5,14.05,31,-0.26,14.32,UnevenCondition,LowCongestionCondition,1
0.90,18.00,17.23,-0.90,3.765,4.71,79,105,962,6.69,31,-0.31,14.30,UnevenCondition,LowCongestionCondition,1
0.70,16.20,17.13,-1.80,4.093,26.67,79,103,764,4.94,32,-0.30,14.27,UnevenCondition,LowCongestionCondition,1
-0.70,12.60,17.01,-3.60,4.937,30.20,79,103,754,4.41,32,-0.40,14.25,UnevenCondition,LowCongestionCondition,1
-0.50,11.70,16.92,-0.90,5.325,29.80,79,103,756,4.19,32,-0.60,14.25,UnevenCondition,LowCongestionCondition,1
-1.10,8.10,16.81,-3.60,4.832,31.76,79,103,747.5,4.13,32,-0.58,14.32,UnevenCondition,LowCongestionCondition,1
-1.40,4.50,16.69,-3.60,4.542,30.20,79,103,756.5,4.16,33,-0.52,14.37,UnevenCondition,LowCongestionCondition,1
-1.60,3.60,16.62,-0.90,3.379,54.51,79,103,641,4.61,33,-0.43,14.42,UnevenCondition,LowCongestionCondition,1
-3.00,36.00,85.17,-3.60,1.9529,28.24,79,104,749.5,5.91,37,-2.07,8.58,SmoothCondition,LowCongestionCondition,0
-2.10,33.30,83.89,-2.70,1.7544,30.20,79,103,749.5,4.47,37,-2.00,8.55,SmoothCondition,LowCongestionCondition,1
-1.50,29.70,82.56,-3.60,1.7858,30.59,79,103,752,4.11,37,-1.92,8.51,SmoothCondition,LowCongestionCondition,1
-2.30,27.00,81.18,-2.70,1.7263,31.37,79,103,756.5,3.99,37,-1.88,8.48,SmoothCondition,LowCongestionCondition,1
-1.90,25.20,79.78,-1.80,1.6355,30.20,79,103,756.5,04.02,37,-1.84,8.45,SmoothCondition,LowCongestionCondition,1
-1.80,24.30,78.37,-0.90,1.59,30.98,78,103,751.5,4.16,37,-1.79,8.43,SmoothCondition,LowCongestionCondition,1
-2.20,22.50,76.93,-1.80,1.5545,30.59,78,103,747.5,4.22,38,-1.75,8.41,SmoothCondition,LowCongestionCondition,1
-2.20,19.80,75.46,-2.70,1.4101,30.59,78,103,754.5,4.33,38,-1.63,8.41,SmoothCondition,LowCongestionCondition,1
-2.90,18.00,73.98,-1.80,1.4403,7.84,78,103,751.5,4.47,37,-1.73,8.40,SmoothCondition,LowCongestionCondition,1
-2.90,18.00,72.49,0.00,1.3777,43.92,78,102,939,12.44,37,-1.64,8.42,SmoothCondition,LowCongestionCondition,1
-3.40,16.20,70.98,-1.80,1.3603,78.04,78,104,1081,13.97,36,-1.50,8.45,SmoothCondition,LowCongestionCondition,1
-3.10,18.90,69.52,2.70,1.3594,78.04,78,109,1424,15.72,36,-1.41,8.47,SmoothCondition,LowCongestionCondition,1
-2.80,24.30,68.16,5.40,1.2598,74.90,78,116,1704.5,20.49,37,-1.41,8.50,SmoothCondition,LowCongestionCondition,1
-2.80,24.30,66.79,0.00,1.1235,66.27,78,124,1968,20.88,40,-1.50,8.52,SmoothCondition,LowCongestionCondition,0
-2.40,27.00,65.47,2.70,1.0629,0.00,78,111,958.5,9.88,39,-1.35,8.53,SmoothCondition,LowCongestionCondition,0
-2.30,32.40,64.24,5.40,8.516,98.04,78,111,1388.5,18.05,38,-1.34,8.55,SmoothCondition,LowCongestionCondition,0
-2.30,32.40,63.01,0.00,6.756,81.18,78,127,1562.5,21.52,41,-1.25,8.57,SmoothCondition,LowCongestionCondition,0
-2.60,36.90,61.84,4.50,6.047,81.96,78,134,1722.5,23.69,44,-1.15,8.59,SmoothCondition,LowCongestionCondition,1
-2.40,36.90,60.67,0.00,4.545,80.78,78,142,1869,26.74,47,-1.07,8.62,SmoothCondition,LowCongestionCondition,0
-1.70,45.00,59.64,8.10,2.866,77.65,78,144,2013.5,27.22,49,-1.00,8.64,SmoothCondition,LowCongestionCondition,0
-1.70,47.70,58.63,2.70,1.293,0.00,78,114,1015.5,18.83,44,-0.90,8.65,SmoothCondition,LowCongestionCondition,0
-1.20,48.60,57.64,0.90,82,89.80,78,126,1542,22.97,44,-0.74,8.67,SmoothCondition,LowCongestionCondition,0
-1.30,47.70,56.62,-0.90,-659,81.57,78,140,1627.5,25.83,43,-0.54,8.69,SmoothCondition,LowCongestionCondition,0
-1.00,50.40,55.72,2.70,-2.784,79.22,78,142,1715,25.83,47,-0.40,8.69,SmoothCondition,LowCongestionCondition,0
0.60,53.10,54.91,2.70,-4.056,79.22,78,138,1797.5,23.19,49,-0.34,8.71,SmoothCondition,LowCongestionCondition,0
0.40,60.30,54.10,7.20,-4.712,74.51,78,132,1868.5,22.63,49,-0.24,8.72,SmoothCondition,LowCongestionCondition,0
1.20,60.30,53.31,0.00,-5.439,26.67,78,118,1897,21.47,48,-0.15,8.73,SmoothCondition,LowCongestionCondition,0
1.00,63.90,52.60,3.60,-4.907,52.55,78,121,1897,24.27,45,-0.14,8.75,SmoothCondition,LowCongestionCondition,1
0.80,63.90,51.88,0.00,-6.777,65.10,79,127,1907,22.72,43,-0.10,8.75,SmoothCondition,LowCongestionCondition,1
-0.20,65.70,51.19,1.80,-573,9.41,79,127,1960.5,20.52,44,-0.17,8.75,SmoothCondition,LowCongestionCondition,1
-0.30,65.70,50.50,0.00,-4.496,0.00,79,116,1950.5,25.63,42,-0.23,8.76,SmoothCondition,LowCongestionCondition,1
-0.80,65.70,49.83,0.00,-2.517,0.00,79,116,1924.5,24.94,40,-0.32,8.77,SmoothCondition,LowCongestionCondition,1
-1.60,65.70,49.18,0.00,-1.365,48.24,79,116,1879.5,24.61,40,-0.33,8.78,SmoothCondition,LowCongestionCondition,1
-2.80,63.90,48.54,-1.80,-329,2.35,79,111,1872,16.19,39,-0.35,8.77,SmoothCondition,LowCongestionCondition,1
-2.20,63.90,47.92,0.00,537,2.35,79,112,1850,23.77,38,-0.52,8.78,SmoothCondition,LowCongestionCondition,1
-2.20,62.10,47.31,-1.80,1.901,0.00,79,114,1808,23.52,38,-0.54,8.79,SmoothCondition,LowCongestionCondition,1
-2.00,62.10,46.72,0.00,2.346,0.00,79,114,1771,22.97,38,-0.67,8.81,SmoothCondition,LowCongestionCondition,1
-2.00,60.30,46.14,-1.80,1.771,0.00,80,113,1731.5,22.44,38,-0.77,8.82,SmoothCondition,LowCongestionCondition,1
-1.40,58.50,45.55,-1.80,3.089,0.00,80,112,1696.5,21.86,37,-0.83,8.83,SmoothCondition,LowCongestionCondition,1
-1.30,57.60,45.00,-0.90,4.392,0.00,80,112,1665.5,21.27,37,-0.76,8.84,SmoothCondition,LowCongestionCondition,1
-0.50,56.70,44.49,-0.90,7.128,0.00,80,112,1627,20.83,37,-0.78,8.86,SmoothCondition,LowCongestionCondition,1
-0.60,54.90,44.02,-1.80,8.323,0.00,80,111,1566.5,19.55,37,-0.95,8.87,SmoothCondition,LowCongestionCondition,1
-1.50,53.10,43.63,-1.80,1.1174,0.00,80,110,1274.5,11.16,36,-1.16,8.87,SmoothCondition,LowCongestionCondition,1
-2.00,50.40,43.30,-2.70,1.3917,23.14,80,105,760,5.47,37,-1.37,8.82,SmoothCondition,LowCongestionCondition,1
-2.80,44.10,42.99,-6.30,1.5393,27.06,80,104,746,4.38,37,-1.43,8.77,SmoothCondition,LowCongestionCondition,1
-2.80,36.90,42.69,-7.20,1.6829,29.02,80,103,750.5,04.05,37,-1.58,8.73,SmoothCondition,LowCongestionCondition,1
-2.70,30.60,42.39,-6.30,1.7547,30.20,80,103,744.5,04.05,37,-1.60,8.73,UnevenCondition,LowCongestionCondition,0
-3.30,30.60,42.16,0.00,1.618,0.00,79,102,1049.5,04.05,37,-1.64,8.70,UnevenCondition,LowCongestionCondition,0
-4.10,27.90,42.01,-2.70,1.5872,72.94,79,106,1073.5,12.24,37,-1.67,8.72,UnevenCondition,LowCongestionCondition,0
-3.50,26.10,41.92,-1.80,1.5085,86.27,79,112,1209,13.24,36,-1.49,8.75,UnevenCondition,LowCongestionCondition,0
-3.10,28.80,41.86,2.70,1.5202,39.22,79,108,1282.5,14.27,37,-1.50,8.77,UnevenCondition,LowCongestionCondition,0
-2.40,31.50,41.88,2.70,1.4945,0.00,79,107,1282.5,15.22,37,-1.51,8.79,UnevenCondition,LowCongestionCondition,0
-2.50,31.50,41.89,0.00,1.5655,0.00,79,107,1262,15.30,36,-1.56,8.81,UnevenCondition,LowCongestionCondition,0
-1.30,30.60,41.83,-0.90,1.4984,67.84,79,107,1209.5,14.72,35,-1.52,8.83,UnevenCondition,LowCongestionCondition,1
-1.40,29.70,41.71,-0.90,1.4551,39.61,79,107,1224.5,11.94,35,-1.52,8.85,UnevenCondition,LowCongestionCondition,1
-1.20,31.50,41.56,1.80,1.4306,16.47,79,105,1257,9.19,35,-1.49,8.85,UnevenCondition,LowCongestionCondition,1
-0.40,30.60,41.38,-0.90,1.4872,20.00,79,104,1207.5,14.97,35,-1.44,8.87,UnevenCondition,LowCongestionCondition,1
1.30,30.60,41.20,0.00,1.5425,20.00,79,106,1228,12.30,35,-1.38,8.89,UnevenCondition,LowCongestionCondition,1
0.80,30.60,41.02,0.00,1.4956,83.14,79,108,1291,13.94,35,-1.29,8.91,UnevenCondition,LowCongestionCondition,1
1.00,31.50,40.89,0.90,1.3359,83.92,79,110,1374.5,14.97,36,-1.34,8.93,UnevenCondition,LowCongestionCondition,1
1.50,34.20,40.86,2.70,1.1307,77.25,79,114,1464.5,16.83,37,-1.25,8.95,UnevenCondition,LowCongestionCondition,1
2.50,37.80,40.93,3.60,9.532,69.80,79,115,1572,16.24,38,-1.25,8.97,UnevenCondition,LowCongestionCondition,1
2.60,38.70,41.08,0.90,7.157,21.96,78,110,1574.5,19.27,37,-1.21,8.99,UnevenCondition,LowCongestionCondition,1
2.70,38.70,41.28,0.00,5.414,22.75,78,110,1546,16.30,36,-1.04,09.01,UnevenCondition,LowCongestionCondition,1
3.00,38.70,41.50,0.00,3.496,68.63,78,113,1622.5,16.38,37,-0.97,09.02,UnevenCondition,LowCongestionCondition,1
3.10,39.60,41.76,0.90,1.582,23.14,78,109,1654,20.66,36,-0.86,09.05,UnevenCondition,LowCongestionCondition,1
2.70,40.50,42.06,0.90,1.427,0.00,78,111,1587.5,19.69,36,-0.88,09.07,UnevenCondition,LowCongestionCondition,1
3.00,39.60,42.39,-0.90,2.272,0.00,78,110,1525.5,18.88,36,-0.84,09.09,UnevenCondition,LowCongestionCondition,1
2.80,37.80,42.72,-1.80,4.217,0.00,78,109,1392.5,18.88,36,-0.87,09.09,UnevenCondition,LowCongestionCondition,1
2.10,35.10,43.00,-2.70,4.788,0.00,78,108,1253.5,16.72,35,-0.86,9.12,UnevenCondition,LowCongestionCondition,1
1.60,32.40,43.27,-2.70,3.544,38.43,78,109,1248.5,15.33,35,-0.91,9.14,UnevenCondition,LowCongestionCondition,1
1.00,29.70,43.45,-2.70,2.065,90.59,78,117,1369.5,15.69,35,-0.85,9.17,UnevenCondition,LowCongestionCondition,1
0.70,32.40,43.59,2.70,288,80.78,78,124,1485.5,17.97,37,-0.79,9.19,UnevenCondition,LowCongestionCondition,1
0.60,35.10,43.77,2.70,-416,79.22,78,126,1485.5,18.88,39,-0.77,9.21,UnevenCondition,LowCongestionCondition,1
-0.20,38.70,43.96,3.60,-642,77.65,78,130,1618,20.16,41,-0.62,9.24,UnevenCondition,LowCongestionCondition,1
-0.30,42.30,44.13,3.60,-1.688,76.47,78,130,1761.5,21.58,43,-0.60,9.26,UnevenCondition,LowCongestionCondition,1
-0.40,45.00,44.34,2.70,-1.986,67.06,78,132,1873.5,23.52,44,-0.59,9.28,UnevenCondition,LowCongestionCondition,1
-0.10,47.70,44.52,2.70,-1.006,6.67,78,125,1829.5,19.36,44,-0.68,9.30,UnevenCondition,LowCongestionCondition,1
0.60,48.60,44.71,0.90,-1.077,83.53,78,108,908,14.11,40,-0.69,9.31,UnevenCondition,LowCongestionCondition,1
0.30,47.70,44.76,-0.90,68,83.53,78,119,1463.5,18.11,39,-0.64,9.32,UnevenCondition,LowCongestionCondition,1
0.60,50.40,44.80,2.70,675,80.00,78,124,1515.5,19.02,41,-0.66,9.34,UnevenCondition,LowCongestionCondition,1
0.70,52.20,44.86,1.80,1.862,79.22,79,125,1572.5,19.16,42,-0.53,9.35,UnevenCondition,LowCongestionCondition,1
0.20,52.20,44.94,0.00,-142,22.75,79,115,1589.5,20.11,41,-0.50,9.36,UnevenCondition,LowCongestionCondition,1
1.20,54.00,45.00,1.80,-571,0.00,79,111,1559,19.66,38,-0.56,9.38,UnevenCondition,LowCongestionCondition,1
0.70,53.10,45.00,-0.90,1.394,0.00,79,110,1526.5,18.69,37,-0.56,9.39,UnevenCondition,LowCongestionCondition,1
0.40,51.30,44.85,-1.80,2.486,0.00,79,110,1489.5,17.91,36,-0.53,9.41,UnevenCondition,LowCongestionCondition,1
0.40,50.40,44.68,-0.90,2.641,0.00,79,109,1442,17.27,36,-0.50,9.42,UnevenCondition,LowCongestionCondition,1
0.90,42.30,25.32,7.20,8.489,76.47,51,128,1700,24.30,27,0.43,14.20,FullOfHolesCondition,LowCongestionCondition,0
1.90,42.30,25.66,0.00,823,75.29,51,133,1846.5,25.58,29,0.50,14.24,FullOfHolesCondition,LowCongestionCondition,0
1.80,42.30,25.99,0.00,6.941,74.51,51,133,1957,21.13,30,0.46,14.26,FullOfHolesCondition,LowCongestionCondition,0
3.30,47.70,26.41,5.40,7.121,5.49,51,107,768.5,12.66,26,0.53,14.19,FullOfHolesCondition,LowCongestionCondition,0
3.30,48.60,26.89,0.90,9.267,88.63,51,111,1448,20.16,24,0.51,14.15,FullOfHolesCondition,LowCongestionCondition,0
3.30,48.60,27.42,0.00,9.821,84.31,51,123,1517.5,22.30,26,0.57,14.12,FullOfHolesCondition,LowCongestionCondition,0
3.70,53.10,28.11,4.50,8.848,79.22,51,128,1587.5,22.33,26,0.59,14.09,FullOfHolesCondition,LowCongestionCondition,0
1.40,54.90,28.93,1.80,9.119,78.43,52,127,1649.5,22.97,28,0.58,14.05,FullOfHolesCondition,LowCongestionCondition,0
0.60,57.60,29.83,2.70,9.218,76.08,52,130,1714,22.97,29,0.68,14.05,FullOfHolesCondition,LowCongestionCondition,0
-0.80,59.40,30.78,1.80,7.629,69.02,52,130,1776.5,23.63,30,0.83,14.01,FullOfHolesCondition,LowCongestionCondition,1
-1.50,61.20,31.75,1.80,7.126,69.41,52,119,1825.5,20.91,30,0.91,13.96,FullOfHolesCondition,LowCongestionCondition,1
-1.80,61.20,32.59,0.00,6.785,61.96,52,117,1859.5,20.86,28,0.79,13.91,FullOfHolesCondition,LowCongestionCondition,1
-3.00,63.00,33.46,1.80,8.804,23.53,52,113,1844.5,21.02,27,0.66,13.90,FullOfHolesCondition,LowCongestionCondition,1
-2.60,63.00,34.27,0.00,9.356,0.00,53,110,1844.5,24.49,25,0.59,13.88,FullOfHolesCondition,LowCongestionCondition,1
-2.70,61.20,35.05,-1.80,1.0618,47.45,53,108,1808.5,23.86,24,0.52,13.87,FullOfHolesCondition,LowCongestionCondition,1
-3.10,61.20,35.82,0.00,1.049,49.41,53,108,1794,17.24,23,0.49,13.82,FullOfHolesCondition,LowCongestionCondition,1
-2.00,61.20,36.58,0.00,1.0766,43.92,53,106,1789,16.88,22,0.28,13.78,FullOfHolesCondition,LowCongestionCondition,1
-0.60,61.20,37.35,0.00,1.1251,42.75,53,105,1792,17.11,21,0.32,13.74,FullOfHolesCondition,LowCongestionCondition,1
-0.50,60.30,38.10,-0.90,1.133,16.08,53,105,1792.5,16.97,21,0.14,13.70,FullOfHolesCondition,LowCongestionCondition,1
-0.10,60.30,38.85,0.00,1.4528,16.08,54,107,1752.5,22.80,21,0.03,13.68,FullOfHolesCondition,LowCongestionCondition,1
0.00,58.50,39.57,-1.80,1.6644,0.00,54,108,1728.5,22.52,22,-0.05,13.68,FullOfHolesCondition,LowCongestionCondition,1
-0.20,56.70,40.26,-1.80,1.5458,0.00,54,108,1692.5,21.58,22,-0.12,13.66,FullOfHolesCondition,LowCongestionCondition,1
-0.10,56.70,40.93,0.00,1.5368,61.18,54,108,1661.5,17.13,22,-0.07,13.63,FullOfHolesCondition,LowCongestionCondition,1
0.80,56.70,41.61,0.00,1.6536,58.04,54,107,1679,17.55,21,-0.17,13.59,FullOfHolesCondition,LowCongestionCondition,1
0.90,56.70,42.16,0.00,1.5753,29.41,54,105,1681.5,21.41,21,0.02,13.57,FullOfHolesCondition,LowCongestionCondition,1
1.00,56.70,42.58,0.00,1.4405,0.00,55,107,1645.5,21.27,21,-0.03,13.56,FullOfHolesCondition,LowCongestionCondition,1
-3.50,55.80,42.96,-0.90,1.3279,61.18,55,107,1636.5,16.63,21,0.01,13.60,FullOfHolesCondition,LowCongestionCondition,1
-4.10,55.80,43.33,0.00,1.2216,58.82,55,106,1650.5,16.80,21,-0.02,13.61,FullOfHolesCondition,LowCongestionCondition,1
